SRC,TGT,VOT
5101,6080,1
1500,6080,1
2487,6080,1
1248,6080,1
8426,6080,1
2223,6080,1
4799,6080,1
3765,6080,1
138,6080,1
11089,6080,1
5370,6080,-1
8783,6114,1
3866,6114,1
3139,6114,1
4140,6114,1
2565,6114,1
4682,6114,1
2067,6114,1
8929,6114,1
7526,6114,1
4417,6114,1
5905,6114,1
333,6114,1
1090,6114,1
5004,6114,1
543,6114,1
525,6114,1
5022,6114,1
5208,6114,1
7901,6114,1
7386,6114,1
463,6114,1
9921,6114,1
5994,6114,1
4327,6114,1
1737,6114,1
10584,6114,1
943,6114,1
5747,6114,1
7457,6114,1
3968,6114,1
5671,6114,1
2665,6114,1
6052,6114,1
8471,6114,1
4580,6114,1
7221,6114,1
2605,6114,1
7518,6114,1
138,6114,1
10456,6114,1
4192,6114,1
7739,6114,1
10640,6114,1
4859,6114,1
496,6114,1
2487,6114,1
6243,6114,-1
1691,11213,1
7739,11213,1
6971,11213,1
4136,11213,1
7144,11213,1
8617,11213,1
411,11213,1
2741,11213,1
4937,11213,1
7603,11213,1
1246,11213,1
5004,11213,1
2555,11213,1
8929,11213,1
6349,11213,1
6052,11213,1
7708,11213,1
6743,11213,1
239,11213,1
7081,11213,1
1724,11213,1
6077,11213,1
5905,11213,1
2395,11213,1
7609,11213,1
10456,11213,1
9722,11213,1
1843,11213,1
2487,11213,1
2693,11213,1
7430,11213,-1
1139,11213,-1
706,11213,-1
4501,11213,-1
11015,6178,1
1699,6178,1
5342,6178,1
5916,6178,1
2579,6178,1
1792,6178,1
5591,6178,1
619,6178,1
10824,6178,1
5037,6178,1
5886,6178,1
1938,6178,1
8980,6178,1
7283,6178,1
543,6178,1
3852,6178,1
281,6178,1
1667,6178,1
8257,6178,1
10939,6178,1
2666,6178,1
11099,6178,1
2206,6178,1
8976,6178,1
8565,6178,1
3679,6178,1
3412,6178,1
3140,6178,1
6669,6178,1
4817,6178,1
1443,6178,1
2406,6178,1
9613,6178,1
94,6178,1
9504,6178,1
6052,6178,1
7666,6178,1
5997,6178,1
8797,6178,1
8073,6178,1
7346,6178,1
3147,6178,1
4907,6178,1
4263,6178,1
1106,6178,1
5111,6178,1
10871,6178,1
0,6178,1
8867,6178,1
1278,6178,1
10456,6178,1
2470,6178,1
6891,6178,1
4066,6178,1
3881,6178,1
8728,6178,1
7496,6178,1
7834,6178,1
7986,6178,1
7906,6178,1
3397,6178,1
4622,6178,1
10904,6178,1
1765,6178,1
1578,6178,1
915,6178,1
5495,6178,1
9635,6178,1
9603,6178,1
4859,6178,1
5135,6178,1
7051,6178,1
10678,6178,1
333,6178,1
7413,6178,1
8320,6178,1
7518,6178,1
9991,6178,1
1242,6178,1
9556,6178,1
5101,6178,1
7894,6178,1
4102,6178,1
5994,6178,1
891,6178,1
4571,6178,1
790,6178,1
378,6178,1
4285,6178,1
2949,6178,1
6415,6178,1
6057,6178,1
1759,6178,1
1470,6178,-1
8394,6178,-1
6968,6178,-1
3967,6178,-1
10084,6178,-1
10070,6178,0
6,6178,0
506,6178,0
7792,6178,0
9046,6197,1
5066,6197,1
6,6197,1
11355,6197,1
2624,6197,1
8074,6197,1
395,6197,1
333,6197,1
5949,6197,1
3260,6197,1
5175,6197,1
3689,6197,1
2937,6197,1
10839,6197,1
1699,6197,1
5004,6197,1
8209,6197,1
543,6197,1
8178,6197,1
7304,6197,1
10176,6197,1
2067,6197,1
6052,6197,1
3835,6197,1
239,6197,1
7518,6197,1
5719,6197,1
9696,6197,1
4799,6197,1
10382,6197,1
5646,6197,1
411,6197,1
9612,6197,1
10486,6197,1
3202,6199,1
5351,6199,1
8617,6199,1
6817,6199,1
6210,6199,1
2395,6199,1
7221,6199,1
6077,6199,1
8929,6199,1
2741,6199,1
10765,6199,1
7526,6199,1
8386,6199,1
4768,6199,1
2804,6199,1
239,6199,1
6823,6199,1
8767,6199,1
1090,6199,1
647,6199,1
1969,6199,1
4749,6199,1
3923,6199,1
10548,6199,1
7757,6199,1
3278,6199,1
8618,6199,1
6916,6199,1
5547,6199,1
4750,6199,1
441,6199,1
8797,6199,1
2696,6199,1
4965,6199,1
6172,6199,1
1736,6199,1
8325,6199,1
8126,6199,1
5671,6199,1
9755,6199,1
6681,6199,1
6920,6199,1
5905,6199,1
2603,6199,1
9085,6199,1
18,6199,1
10746,6199,1
5004,6199,1
6259,6199,1
5627,6199,1
1564,6199,-1
9387,6199,0
8418,6204,1
2528,6204,1
5022,6204,1
9177,6204,1
9927,6204,1
2175,6204,1
1699,6204,1
2316,6204,1
239,6204,1
6123,6204,1
8541,6204,1
6642,6204,1
213,6204,1
411,6204,1
6936,6204,1
5994,6204,1
9209,6204,1
6,6204,1
9612,6204,1
2067,6204,1
543,6204,1
5145,6204,1
8728,6204,1
281,6204,1
6052,6204,1
5646,6204,1
6984,6204,1
8696,6204,1
1648,6204,1
4953,6204,1
7304,6204,1
5066,6204,1
4580,6204,1
2756,6204,1
843,6204,1
5004,6204,1
9687,6204,1
6971,6204,1
9722,6204,1
7163,6204,1
493,6204,1
3679,6204,1
2141,6204,1
8402,6204,1
2491,6204,1
2740,6204,1
368,6204,1
1248,6204,1
9574,6204,1
2677,6204,1
8073,6204,1
9957,6204,1
577,6204,1
8645,6204,1
912,6204,1
5756,6204,1
890,6204,1
8762,6204,1
3684,6204,1
10382,6204,1
7518,6204,1
10723,6204,1
2937,6204,1
8575,6204,1
4937,6204,1
4799,6204,1
10262,6204,1
3140,6204,1
10176,6204,0
10751,6204,0
10377,6237,-1
4716,6237,-1
8418,6247,1
10456,6247,1
4682,6247,1
674,6247,1
7632,6247,1
239,6247,1
2460,6247,1
8920,6247,1
543,6247,1
10984,6247,1
9722,6247,1
1699,6247,1
6388,6247,1
7457,6247,1
10643,6247,1
6,6247,1
5156,6247,1
647,6247,1
8209,6247,1
6052,6247,1
8929,6247,1
2067,6247,1
7526,6247,1
8783,6247,1
5423,6247,1
411,6247,1
1249,6247,1
5004,6247,1
2565,6247,1
6056,6247,1
1397,6247,1
281,6247,1
10751,6247,1
5747,6247,1
4136,6247,1
10260,6247,1
3968,6247,1
5022,6247,1
2487,6247,1
5073,6247,1
3014,6247,1
1721,6247,1
10818,6247,1
9355,6247,1
7518,6247,1
1723,6247,1
2339,6247,1
2646,6247,1
10486,6247,1
2565,6255,1
6875,6255,1
7526,6255,1
8929,6255,1
7299,6255,1
9603,6255,1
7276,6255,1
4682,6255,1
10110,6255,1
4399,6255,1
4306,6255,1
7739,6255,1
2709,6255,1
1090,6255,1
2067,6255,1
5632,6255,1
333,6255,1
5004,6255,1
9927,6255,1
3866,6255,1
6052,6255,1
543,6255,1
8426,6255,1
7518,6255,1
5022,6255,1
5671,6255,1
2924,6255,1
1736,6255,1
4543,6255,1
6937,6255,1
10232,6255,1
10643,6255,1
6819,6255,1
11325,6255,1
11158,6255,1
239,6255,1
6349,6255,1
4580,6255,1
2487,6255,1
0,6255,1
10919,6255,1
8421,6255,1
4852,6255,1
9158,6255,0
2696,6259,1
1278,6259,1
9158,6259,1
2395,6259,1
3975,6259,1
6234,6259,1
8209,6259,1
8591,6259,1
1969,6259,1
6210,6259,1
5663,6259,1
7051,6259,1
6991,6259,1
8099,6259,1
9720,6259,1
463,6259,1
9269,6259,1
3277,6259,1
2953,6259,1
9321,6259,1
6342,6259,1
717,6259,1
4839,6259,1
8386,6259,1
3894,6259,1
281,6259,1
7299,6259,1
10153,6259,1
3961,6259,1
5022,6259,1
6077,6259,1
1090,6259,1
10382,6259,1
8929,6259,1
6648,6259,1
7757,6259,1
1084,6259,1
7551,6259,1
2739,6259,1
6823,6259,1
6082,6259,1
2471,6259,1
5859,6259,1
4708,6259,1
239,6259,1
4487,6259,1
6219,6259,1
10,6259,1
8797,6259,1
4965,6259,1
1736,6259,1
7181,6259,1
6920,6259,1
5905,6259,1
5689,6259,1
5004,6259,1
1952,6259,1
8663,6259,1
3904,6259,1
8575,6259,1
10746,6259,1
8135,6280,1
6188,6280,1
5461,6280,1
543,6280,1
324,6280,1
6,6280,1
6045,6280,1
6971,6280,1
9149,6280,1
6388,6280,1
333,6280,1
2316,6280,1
3299,6280,1
9046,6280,1
3732,6280,1
8715,6280,1
9223,6280,1
9894,6280,1
239,6280,1
7051,6280,1
7632,6280,1
10705,6280,1
8541,6280,1
6057,6280,1
8686,6280,1
7932,6280,1
3234,6280,1
5058,6280,1
10839,6280,1
5022,6280,1
7622,6280,1
1699,6280,1
5004,6280,1
8209,6280,1
422,6280,1
10456,6280,1
8418,6280,1
2094,6280,1
8178,6280,1
5669,6280,1
5747,6280,1
10905,6280,1
7304,6280,1
4817,6280,1
3031,6280,1
3971,6280,1
4841,6280,1
7816,6280,1
10176,6280,1
6123,6280,1
2067,6280,1
1572,6280,1
5776,6280,1
134,6280,1
3695,6280,1
6052,6280,1
2292,6280,1
7518,6280,1
4277,6280,1
7428,6280,1
9722,6280,1
2395,6280,1
4799,6280,1
7067,6280,1
2937,6280,1
3835,6280,1
8194,6280,1
5135,6280,1
3406,6280,1
8358,6280,1
411,6280,1
5646,6280,1
9612,6280,1
2636,6280,1
4627,6280,1
1190,6318,1
10723,6318,1
647,6318,1
674,6318,1
1698,6318,1
8920,6318,1
3729,6318,1
6984,6318,1
2395,6318,1
9256,6318,1
3968,6318,1
8271,6318,1
8426,6318,1
10839,6318,1
9612,6318,1
2067,6318,1
10824,6318,1
8929,6318,1
8383,6318,1
411,6318,1
8618,6318,1
6920,6318,1
7168,6318,1
7373,6318,1
9355,6318,1
10905,6318,1
5351,6318,1
5022,6318,1
8418,6318,1
9722,6318,1
8209,6318,1
1699,6318,1
4480,6318,1
4852,6318,1
8507,6318,1
3294,6318,1
8575,6318,1
4486,6318,1
9701,6318,1
4387,6318,1
10456,6318,1
4948,6318,1
10382,6318,1
11340,6318,1
7739,6318,1
9375,6318,1
9209,6318,1
6251,6318,-1
6057,6318,-1
1249,6318,-1
4282,6318,-1
7204,6318,-1
8727,6318,-1
7366,6318,-1
10871,6318,0
10984,6318,0
781,6318,0
5004,6318,0
4290,6342,1
6648,6342,1
7739,6342,1
6064,6342,1
10384,6342,1
9496,6342,1
674,6342,1
6556,6342,1
1084,6342,1
3904,6342,1
6259,6342,1
2565,6342,1
8929,6342,1
2395,6342,1
1977,6342,1
9755,6342,1
8931,6342,1
6056,6342,1
6920,6342,1
6251,6342,1
543,6342,1
4306,6342,1
239,6342,1
5022,6342,1
8105,6342,1
1572,6342,1
10153,6342,1
10485,6342,1
1736,6342,1
9269,6342,1
8099,6342,1
2487,6342,1
763,6342,1
1483,6342,1
10640,6342,1
7299,6342,1
10192,6342,1
7518,6342,1
4777,6342,1
10377,6342,1
2576,6342,1
4580,6342,1
1278,6342,1
138,6342,1
9998,6342,1
3689,6342,-1
10824,6342,-1
8575,6342,-1
2128,6342,-1
7294,6342,-1
6964,6342,-1
5046,6342,-1
5004,6342,0
647,6342,0
7526,6342,0
10110,6342,0
3244,6342,0
1379,6342,0
7240,6342,0
1515,6358,1
5058,6358,1
333,6358,1
543,6358,1
10871,6358,1
9720,6358,1
2641,6358,1
10822,6358,1
1699,6358,1
5649,6358,1
4081,6358,1
9591,6358,1
6738,6358,1
7024,6358,1
213,6358,1
9578,6358,1
2259,6358,1
8920,6358,1
8271,6358,1
5495,6358,1
6449,6358,1
281,6358,1
484,6358,1
11099,6358,1
8834,6358,1
5156,6358,1
5308,6358,1
3765,6358,1
7233,6358,1
7655,6358,1
1497,6358,1
6057,6358,1
3397,6358,1
4799,6358,1
6052,6358,1
10723,6358,1
5994,6358,1
10977,6358,1
9612,6358,1
3254,6358,1
9755,6384,1
2449,6384,1
6349,6384,1
8929,6384,1
4502,6384,1
1090,6384,1
4762,6384,1
5671,6384,1
7872,6384,1
601,6384,1
2935,6384,1
2159,6384,1
5766,6384,1
2696,6384,1
6052,6384,1
8383,6384,1
7603,6384,1
7294,6384,1
2741,6384,1
10297,6384,1
6701,6384,1
5905,6384,1
7526,6384,1
3035,6384,1
239,6384,1
5004,6384,1
1843,6384,1
134,6384,1
6933,6384,1
1724,6384,1
2487,6384,1
7429,6384,0
3202,6410,1
10200,6410,1
8386,6410,1
1090,6410,1
8426,6410,1
8929,6410,1
6823,6410,1
6210,6410,1
9107,6410,1
11183,6410,1
8708,6410,1
281,6410,1
8126,6410,1
9927,6410,1
8797,6410,1
2487,6410,1
7757,6410,1
7526,6410,1
6920,6410,1
4992,6410,1
1736,6410,1
2804,6410,1
1724,6410,1
239,6410,1
5004,6410,-1
10824,6410,-1
5700,6410,-1
8591,6410,0
6077,6410,0
6701,6410,0
11272,6418,1
179,6418,1
8409,6418,1
6057,6418,1
776,6418,1
6891,6418,1
9720,6418,1
10824,6418,1
2659,6418,1
6470,6418,1
333,6418,1
8257,6418,1
8482,6418,1
7051,6418,1
6052,6418,1
1699,6418,1
7792,6418,1
7316,6418,1
5135,6418,1
10456,6418,1
6658,6418,1
5830,6418,1
850,6418,1
5550,6418,1
9158,6418,1
8675,6418,1
6845,6418,1
8760,6418,1
10871,6418,1
9510,6418,1
5156,6418,1
7300,6418,1
9985,6418,1
9612,6418,1
281,6418,1
543,6418,1
10866,6418,1
6358,6418,1
943,6418,1
8977,6418,1
10939,6418,1
4799,6418,1
8223,6418,1
11282,6418,1
4417,6418,1
8320,6418,1
6971,6418,1
5575,6418,1
8575,6418,1
5975,6418,1
8609,6418,1
6838,6418,1
4622,6418,1
9381,6418,1
11099,6418,1
2949,6418,1
5916,6418,1
11027,6418,1
7024,6418,1
7496,6418,1
9046,6418,1
1497,6418,1
2259,6418,1
8696,6418,1
9578,6418,1
2665,6418,1
6449,6418,1
1177,6418,1
3140,6418,1
8740,6418,1
2403,6418,1
6415,6418,1
3869,6418,1
8857,6418,1
9597,6418,1
4817,6418,1
2631,6418,1
8394,6418,-1
4348,6418,-1
1470,6418,-1
4593,6418,-1
645,6418,-1
8918,6415,1
11272,6415,1
6052,6415,1
3299,6415,1
8575,6415,1
6418,6415,1
7855,6415,1
10818,6415,1
3904,6415,1
6057,6415,1
9612,6415,1
10705,6415,1
1699,6415,1
7457,6415,1
6280,6415,1
10824,6415,1
9720,6415,1
6980,6415,1
333,6415,1
5156,6415,1
6984,6415,1
4067,6415,1
7051,6415,1
1500,6415,1
10456,6415,1
5207,6415,1
2403,6415,1
2121,6415,1
5550,6415,1
4048,6415,1
1084,6415,1
8675,6415,1
6845,6415,1
5575,6415,1
10871,6415,1
3923,6415,1
7300,6415,1
10168,6415,1
10084,6415,1
8091,6415,1
2177,6415,1
5994,6415,1
281,6415,1
543,6415,1
2953,6415,1
8857,6415,1
9428,6415,1
10939,6415,1
2634,6415,1
5886,6415,1
8223,6415,1
4799,6415,1
5859,6415,1
5417,6415,1
7792,6415,1
6648,6415,1
2666,6415,1
8985,6415,1
179,6415,1
6602,6415,1
10260,6415,1
8609,6415,1
11099,6415,1
4622,6415,1
4817,6415,1
6658,6415,1
9269,6415,1
1515,6415,1
8394,6415,1
506,6415,1
7496,6415,1
10319,6415,1
7024,6415,1
4859,6415,1
9046,6415,1
9578,6415,1
2665,6415,1
6449,6415,1
5200,6415,1
3465,6415,1
3140,6415,1
4580,6415,1
6379,6415,1
9250,6415,1
3102,6415,1
4318,6415,1
5274,6415,1
7860,6415,1
9590,6415,1
3732,6415,-1
8461,6415,0
9158,6456,1
6351,6456,1
647,6456,1
7221,6456,1
8929,6456,1
2067,6456,1
6056,6456,1
543,6456,1
8396,6456,1
2530,6456,1
4682,6456,1
6,6456,1
3748,6456,1
7457,6456,1
1377,6456,1
239,6456,1
5004,6456,1
8920,6456,1
1249,6456,1
281,6456,1
5156,6456,1
4327,6456,1
1182,6456,1
10839,6456,1
4306,6456,1
8209,6456,1
6251,6456,1
705,6456,1
1084,6456,1
674,6456,1
3695,6456,1
10486,6456,1
3397,6456,1
2565,6456,1
4417,6456,1
5994,6456,1
7518,6456,1
8332,6456,1
3035,6456,1
5542,6456,1
4424,6456,1
7739,6456,1
4859,6456,1
8418,6456,1
7226,6456,1
2487,6456,1
3244,6456,1
4989,6456,1
6984,6456,1
1500,6456,1
6556,6456,1
1248,6456,1
662,6456,1
4580,6456,1
10640,6456,1
763,6456,0
7906,6481,1
1699,6481,1
1182,6481,1
4081,6481,1
6449,6481,1
7024,6481,1
10440,6481,1
2631,6481,1
9720,6481,1
10312,6481,1
6738,6481,1
10153,6481,1
3397,6481,1
5322,6481,1
10751,6481,1
11099,6481,1
281,6481,1
333,6481,1
6984,6481,1
6,6481,1
543,6481,1
239,6481,1
4580,6481,1
5156,6481,1
6052,6481,1
2563,6481,1
5994,6481,1
9612,6481,1
8930,6481,1
10318,6481,1
11356,6481,1
8627,6481,1
10723,6481,1
5200,6481,1
10382,6481,-1
3035,6481,0
4649,5990,1
10723,5990,1
9755,5990,1
8929,5990,1
8233,5990,1
4777,5990,1
10824,5990,1
5905,5990,1
5022,5990,1
543,5990,1
6052,5990,1
411,5990,1
1377,5990,1
352,5990,1
5757,5990,1
2128,5990,1
239,5990,1
10919,5990,1
4682,5990,1
2565,5990,1
3397,5990,1
5747,5990,1
2665,5990,1
8438,5990,1
10110,5990,1
2067,5990,1
8209,5990,1
6400,5990,1
7021,5990,1
4580,5990,1
333,5990,1
2471,5990,1
9722,5990,1
3866,5990,1
5004,5990,1
7181,5990,1
8783,5990,1
5955,5990,1
7752,5990,1
3148,5990,1
1572,5990,1
3333,5990,1
525,5990,1
2487,5990,1
7518,5990,1
10640,5990,1
3457,5990,1
3244,5990,0
9177,11230,1
5547,11230,1
7739,11230,1
5351,11230,1
7526,11230,1
239,11230,1
11137,11230,1
6349,11230,1
2741,11230,1
8929,11230,1
3365,11230,1
4611,11230,1
8383,11230,1
8426,11230,1
7457,11230,1
10485,11230,1
1444,11230,1
5261,11230,1
3765,11230,1
6299,11230,1
8105,11230,1
411,11230,1
7622,11230,1
1278,11230,1
4136,11230,1
1027,11230,1
2487,11230,1
2395,11230,1
1843,11230,1
10818,11230,-1
2316,11230,-1
10297,11230,-1
10839,11230,-1
6077,11230,-1
5004,11230,-1
4327,11230,0
2175,11230,0
1139,11230,0
5156,6649,1
7739,6649,1
6066,6649,1
4611,6649,1
7328,6649,1
9755,6649,1
4682,6649,1
7603,6649,1
3277,6649,1
6702,6649,1
5322,6649,1
239,6649,1
2741,6649,1
5570,6649,1
4327,6649,1
9177,6649,1
7872,6649,1
2696,6649,1
8929,6649,1
8105,6649,1
10458,6649,1
10839,6649,1
10440,6649,1
6991,6649,1
6349,6649,1
10485,6649,1
7457,6649,1
3294,6649,1
4136,6649,1
3695,6649,1
10072,6649,1
8463,6649,1
4948,6649,1
1090,6649,1
6077,6649,1
8797,6649,1
10853,6649,1
1737,6649,1
8617,6649,1
8815,6649,1
9429,6649,1
11048,6649,1
5066,6649,1
5826,6649,1
5905,6649,1
2884,6649,1
9388,6649,1
10704,6649,1
8736,6649,1
6299,6649,1
9702,6649,1
10893,6649,1
7609,6649,1
5022,6649,1
5747,6649,1
5573,6649,1
9375,6649,1
6172,6649,1
2487,6649,1
5653,6649,1
4501,6649,1
3515,6649,1
5004,6649,-1
10644,6649,-1
8209,6649,-1
411,6649,-1
10824,6649,-1
3397,6649,-1
1139,6649,-1
6532,6649,-1
3850,6649,-1
7706,6649,-1
2395,6649,-1
2316,6649,-1
324,6649,-1
6743,6649,0
5135,6649,0
3244,6649,0
6920,6649,0
1724,6649,0
5671,6649,0
2864,6649,0
1278,6658,1
11273,6658,1
4817,6658,1
3111,6658,1
8016,6658,1
3537,6658,1
9613,6658,1
2815,6658,1
3671,6658,1
5591,6658,1
2504,6658,1
5111,6658,1
543,6658,1
371,6658,1
3157,6658,1
7834,6658,1
8426,6658,1
5886,6658,1
5669,6658,1
2040,6658,1
10056,6658,1
619,6658,1
9720,6658,1
2659,6658,1
662,6658,1
4417,6658,1
9240,6658,1
6061,6658,1
10824,6658,1
5073,6658,1
9510,6658,1
1810,6658,1
330,6658,1
4245,6658,1
1765,6658,1
4907,6658,1
17,6658,1
413,6658,1
4340,6658,1
10456,6658,1
134,6658,1
7283,6658,1
7051,6658,1
6080,6658,1
422,6658,1
3981,6658,1
2403,6658,1
8562,6658,1
5994,6658,1
8857,6658,1
8918,6658,1
6052,6658,1
3748,6658,1
9603,6658,1
10486,6658,1
6879,6658,1
2953,6658,1
4094,6658,1
5495,6658,1
11305,6658,1
8825,6658,1
428,6658,1
1182,6658,1
5393,6658,1
1545,6658,1
8309,6658,1
7986,6658,1
8931,6658,1
10084,6658,1
10723,6658,1
5049,6658,1
8020,6658,1
5173,6658,-1
6076,6658,-1
6254,6658,-1
8133,6658,-1
10939,6658,-1
7574,6658,-1
1248,6658,-1
6057,6658,-1
7190,6658,-1
2673,6658,-1
6968,6658,-1
4590,6658,-1
3294,6658,-1
11015,6658,-1
4348,6658,-1
5603,6658,-1
1470,6658,-1
2579,6658,0
1190,6658,0
10871,6658,0
6375,6658,0
7855,6658,0
763,6658,0
8929,6596,1
647,6596,1
1908,6596,1
2565,6596,1
10651,6596,1
3695,6596,1
281,6596,1
8783,6596,1
7526,6596,1
10824,6596,1
10456,6596,1
6,6596,1
7506,6596,1
10110,6596,1
9755,6596,1
5004,6596,1
7739,6596,1
4777,6596,1
4682,6596,1
333,6596,1
9720,6596,1
4327,6596,1
1736,6596,1
3244,6596,1
9722,6596,1
674,6596,1
1977,6596,1
4623,6596,1
5419,6596,1
543,6596,1
10839,6596,1
2067,6596,1
8476,6596,1
7853,6596,1
239,6596,1
6172,6596,1
4417,6596,1
7518,6596,1
2471,6596,1
5541,6596,1
1278,6596,1
10288,6596,1
8282,6596,1
3765,6596,1
2487,6596,1
162,6596,1
6052,6596,1
3397,6596,1
4580,6596,1
6964,6596,1
6000,6596,-1
5494,6596,-1
10871,6701,1
10600,6701,1
5419,6701,1
2067,6701,1
10839,6701,1
239,6701,1
10984,6701,1
7632,6701,1
7518,6701,1
6052,6701,1
2665,6701,1
543,6701,1
179,6701,1
6057,6701,1
7932,6701,1
6738,6701,1
10751,6701,1
10440,6701,1
9722,6701,1
1246,6701,1
5135,6701,1
2449,6701,1
7526,6701,1
9612,6701,1
11158,6701,1
9461,6701,1
7023,6701,1
5022,6701,1
1182,6701,1
1840,6701,1
1699,6701,1
1248,6701,1
10824,6701,1
2487,6701,1
11311,6701,1
5570,6701,1
4649,6701,1
3729,6701,1
10312,6701,1
4580,6701,1
2395,6701,1
10198,6701,1
6045,6701,1
8969,6701,-1
6545,6701,-1
2709,6743,1
6140,6743,1
1719,6743,1
1724,6743,1
1278,6743,1
7600,6743,1
685,6743,1
2696,6743,1
8929,6743,1
1723,6743,1
6920,6743,1
6056,6743,1
2741,6743,1
5905,6743,1
9046,6743,1
6052,6743,1
117,6743,1
7276,6743,1
4611,6743,1
239,6743,1
7603,6743,1
10485,6743,1
341,6743,1
9158,6743,1
5731,6743,1
10456,6743,1
624,6743,1
8797,6743,1
601,6743,1
6871,6743,1
5004,6743,1
1090,6743,1
2159,6743,1
6971,6743,1
4306,6743,1
9722,6743,1
10787,6743,1
7526,6743,1
6757,6743,1
463,6743,1
8559,6743,1
4327,6743,1
606,6743,1
9309,6743,1
8418,6743,1
6533,6743,1
5671,6743,1
10977,6743,1
943,6743,1
7609,6743,1
134,6743,1
10210,6743,1
7655,6743,1
2935,6743,1
2168,6798,1
10560,6798,1
6057,6798,1
9578,6798,1
10723,6798,1
4417,6798,1
3748,6798,1
11301,6798,1
9462,6798,1
674,6798,1
2976,6798,1
6,6798,1
1765,6798,1
8675,6798,1
7051,6798,1
8920,6798,1
7283,6798,1
330,6798,1
10939,6798,1
9720,6798,1
7601,6798,1
4590,6798,1
9613,6798,1
543,6798,1
6052,6798,1
11099,6798,1
2040,6798,1
6145,6798,1
422,6798,1
1938,6798,1
8918,6798,1
9449,6798,1
9089,6798,1
6596,6798,1
8797,6798,1
1278,6798,1
7024,6798,1
2094,6798,1
134,6798,1
8562,6798,1
8929,6798,1
3797,6798,1
10456,6798,1
7518,6798,1
506,6798,-1
4544,6798,-1
7986,6798,-1
0,6798,-1
1729,6798,0
4799,6798,0
7281,6005,1
5646,6005,1
2105,6005,1
8920,6005,1
411,6005,1
7632,6005,1
10486,6005,1
6971,6005,1
9209,6005,1
9687,6005,1
7955,6005,1
4472,6005,1
281,6005,1
4937,6005,1
4913,6005,1
5022,6005,1
2487,6005,1
2986,6005,1
971,6005,1
6848,6005,1
8209,6005,1
2339,6005,1
7304,6005,1
9223,6005,1
6240,6005,1
10192,6005,1
1843,6005,1
3234,6005,1
7457,6005,1
1584,6005,1
10440,6005,1
3695,6005,1
8740,6005,1
10153,6005,1
1648,6005,1
1034,6005,1
6123,6005,1
1938,6005,1
4989,6005,1
5612,6005,1
4799,6005,1
422,6005,1
7199,6005,1
1879,6005,1
10643,6005,1
6,6005,-1
10839,6005,-1
9177,6005,-1
2403,6005,-1
10818,6005,-1
10824,6005,-1
6928,6005,-1
6096,6005,-1
1699,6005,0
8541,6871,1
8929,6871,1
8783,6871,1
352,6871,1
8912,6871,1
3538,6871,1
8271,6871,1
2741,6871,1
6052,6871,1
8426,6871,1
4306,6871,1
239,6871,1
4245,6871,1
411,6871,1
1699,6871,1
341,6871,1
281,6871,1
624,6871,1
2159,6871,1
7603,6871,1
10485,6871,1
1090,6871,1
4327,6871,1
4948,6871,1
10514,6871,1
4502,6871,1
9722,6871,1
463,6871,1
2696,6871,1
4596,6871,1
1927,6871,1
5905,6871,1
9375,6871,1
4932,6871,1
10297,6871,1
8332,6871,1
9537,6871,1
7609,6871,1
134,6871,1
6349,6871,1
5203,6871,1
620,6871,1
8476,6871,1
1912,6871,1
5004,6871,-1
5646,6871,-1
0,6871,-1
8351,6871,-1
8617,6871,-1
4001,6871,-1
7294,6871,-1
6659,6871,-1
8378,6871,-1
2935,6871,-1
3695,6871,0
2881,6871,0
9309,6871,0
3244,6871,0
2395,6871,0
4623,6877,1
6057,6877,1
2666,6877,1
11078,6877,1
8271,6877,1
1667,6877,1
4245,6877,1
9130,6877,1
4081,6877,1
1699,6877,1
0,6877,1
11273,6877,1
6738,6877,1
2067,6877,1
4616,6877,1
8257,6877,1
4277,6877,1
543,6877,1
1497,6877,1
8722,6877,1
7834,6877,1
3397,6877,1
3765,6877,1
330,6877,1
11099,6877,1
2701,6877,1
8469,6877,1
1765,6877,1
5066,6877,1
2803,6877,1
239,6877,1
8829,6877,1
333,6877,1
2418,6877,1
8724,6877,1
9591,6877,1
422,6877,1
4799,6877,1
2441,6877,1
4581,6877,1
10456,6877,1
7496,6877,1
5265,6877,1
9466,6877,1
9775,6877,1
4817,6877,1
8320,6877,1
2365,6877,1
3299,6877,1
6052,6877,1
5495,6877,1
8444,6877,1
281,6877,1
6449,6877,1
7906,6877,1
10939,6877,1
1811,6877,1
1248,6877,1
2631,6877,1
5994,6877,1
8976,6877,1
10705,6877,1
7883,6877,1
9562,6877,1
9957,6877,1
6358,6877,1
5570,6877,1
5156,6877,1
4538,6877,1
10723,6877,1
10486,6877,1
2470,6877,1
5288,6877,1
10979,6877,1
11282,6877,1
10084,6877,1
8675,6877,1
6971,6877,1
5575,6877,1
7024,6877,0
3525,6900,1
2449,6900,1
8209,6900,1
8740,6900,1
5915,6900,1
647,6900,1
1139,6900,1
5004,6900,1
2395,6900,1
4327,6900,1
6658,6900,1
0,6900,1
9900,6900,1
3365,6900,1
6920,6900,1
411,6900,1
7739,6900,1
8426,6900,1
5905,6900,1
4192,6900,1
4417,6900,1
1932,6900,1
5700,6900,1
7546,6900,1
9932,6900,1
11342,6900,1
1248,6900,1
781,6900,1
9722,6900,1
8321,6900,1
463,6900,1
10723,6900,1
6971,6900,1
4623,6900,1
2937,6900,1
6937,6900,1
10297,6900,1
3014,6900,1
